console,company,game,metascore,fecha,ano,mes
PC,PC,Thomas Was Alone,77,2012-06-30,2012,6
PC,PC,Quantum Conundrum,77,2012-06-21,2012,6
PC,PC,Penny Arcade Adventures: Episode Three,77,2012-06-25,2012,6
PC,PC,Magic: The Gathering - Duels of the Planeswalkers 2013,77,2012-06-20,2012,6
PC,PC,Resonance,76,2012-06-19,2012,6
PC,PC,Spec Ops: The Line,76,2012-06-25,2012,6
PC,PC,Tiny & Big: Grandpa's Leftovers,75,2012-06-19,2012,6
PC,PC,The Dark Eye: Chains of Satinav,75,2012-06-22,2012,6
PC,PC,Battlefield 3: Close Quarters,73,2012-06-26,2012,6
PC,PC,Tom Clancy's Ghost Recon: Future Soldier,71,2012-06-26,2012,6
PC,PC,Home,69,2012-06-01,2012,6
PC,PC,Pro Cycling Manager Season 2012: Le Tour de France,68,2012-06-22,2012,6
PC,PC,SpellForce 2: Faith in Destiny,55,2012-06-19,2012,6
PC,PC,Gemini Wars,53,2012-06-08,2012,6
PC,PC,Krater,52,2012-06-12,2012,6
PC,PC,Hoodwink,29,2012-06-28,2012,6
3DS,Nintendo,Art of Balance Touch!,82,2012-06-07,2012,6
3DS,Nintendo,Kingdom Hearts 3D: Dream Drop Distance,75,2012-06-05,2012,6
3DS,Nintendo,Marvel Pinball 3D,74,2012-06-28,2012,6
3DS,Nintendo,Order Up!!,72,2012-06-21,2012,6
3DS,Nintendo,The Amazing Spider-Man,55,2012-06-26,2012,6
VITA,Sony,Gravity Rush,83,2012-06-12,2012,6
VITA,Sony,Metal Gear Solid HD Collection,81,2012-06-12,2012,6
VITA,Sony,LEGO Batman 2: DC Super Heroes,62,2012-06-19,2012,6
WII,Nintendo,Project Zero 2: Wii Edition,77,2012-06-29,2012,6
DS,Nintendo,Pokemon Conquest,80,2012-06-18,2012,6
PSP,Sony,Gungnir,68,2012-06-12,2012,6
PSP,Sony,Unchained Blades,61,2012-06-26,2012,6
PS3,Sony,The Last of Us,95,2013-06-14,2013,6
PS3,Sony,Hotline Miami,87,2013-06-25,2013,6
PS3,Sony,Dungeons & Dragons: Chronicles of Mystara,83,2013-06-18,2013,6
PS3,Sony,Pool Nation,81,2013-06-25,2013,6
PS3,Sony,Magic: Duels of the Planeswalkers 2014,80,2013-06-25,2013,6
PS3,Sony,Remember Me,72,2013-06-04,2013,6
PS3,Sony,Tekken Revolution,70,2013-06-11,2013,6
PS3,Sony,Deadpool,61,2013-06-25,2013,6
X360,Microsoft,Borderlands 2: Tiny Tina's Assault on Dragon Keep,86,2013-06-25,2013,6
X360,Microsoft,Magic: Duels of the Planeswalkers 2014,83,2013-06-26,2013,6
X360,Microsoft,State of Decay,78,2013-06-05,2013,6
X360,Microsoft,Dungeons & Dragons: Chronicles of Mystara,77,2013-06-19,2013,6
X360,Microsoft,MotoGP 13,72,2013-06-21,2013,6
X360,Microsoft,Remember Me,70,2013-06-04,2013,6
X360,Microsoft,Storm,64,2013-06-14,2013,6
X360,Microsoft,Deadpool,62,2013-06-25,2013,6
X360,Microsoft,Spartacus Legends,45,2013-06-26,2013,6
X360,Microsoft,Fireburst,35,2013-06-14,2013,6
X360,Microsoft,Ride to Hell: Retribution,19,2013-06-25,2013,6
PC,PC,Rogue Legacy,85,2013-06-27,2013,6
PC,PC,Gunpoint,83,2013-06-03,2013,6
PC,PC,Company of Heroes 2,80,2013-06-24,2013,6
PC,PC,Dungeons & Dragons: Chronicles of Mystara,80,2013-06-18,2013,6
PC,PC,Magic: Duels of the Planeswalkers 2014,77,2013-06-26,2013,6
PC,PC,Cognition: An Erica Reed Thriller Episode 3 - The Oracle,77,2013-06-30,2013,6
PC,PC,Neverwinter,74,2013-06-20,2013,6
PC,PC,The Sims 3: Island Paradise,73,2013-06-25,2013,6
PC,PC,Fist Puncher,73,2013-06-21,2013,6
PC,PC,Magrunner: Dark Pulse,70,2013-06-20,2013,6
PC,PC,The Yawhg,66,2013-06-14,2013,6
PC,PC,Remember Me,65,2013-06-03,2013,6
PC,PC,Pro Cycling Manager Season 2013: Le Tour de France - 100th Edition,65,2013-06-20,2013,6
PC,PC,The Mighty Quest for Epic Loot,64,2013-06-10,2013,6
PC,PC,Deadpool,63,2013-06-25,2013,6
PC,PC,Planetary Annihilation,62,2013-06-13,2013,6
PC,PC,Knights of Pen & Paper +1 Edition,62,2013-06-18,2013,6
PC,PC,Marvel Heroes,58,2013-06-03,2013,6
PC,PC,Prime World: Defenders,58,2013-06-05,2013,6
PC,PC,Leisure Suit Larry: Reloaded,56,2013-06-27,2013,6
PC,PC,Jack Keane 2: The Fire Within,52,2013-06-28,2013,6
PC,PC,Hexodius,47,2013-06-21,2013,6
PC,PC,Ride to Hell: Retribution,16,2013-06-24,2013,6
WIIU,Nintendo,Mutant Mudds Deluxe,84,2013-06-13,2013,6
WIIU,Nintendo,New Super Luigi U,77,2013-06-20,2013,6
WIIU,Nintendo,Game & Wario,61,2013-06-23,2013,6
3DS,Nintendo,Animal Crossing: New Leaf,88,2013-06-09,2013,6
3DS,Nintendo,Kokuga,77,2013-06-27,2013,6
3DS,Nintendo,Picross e,73,2013-06-13,2013,6
3DS,Nintendo,Mighty Switch Force! 2,73,2013-06-13,2013,6
3DS,Nintendo,Project X Zone,70,2013-06-25,2013,6
3DS,Nintendo,Urban Trial Freestyle,64,2013-06-27,2013,6
3DS,Nintendo,Bugs vs. Tanks!,50,2013-06-20,2013,6
VITA,Sony,Hotline Miami,85,2013-06-25,2013,6
VITA,Sony,Quell Memento,82,2013-06-04,2013,6
VITA,Sony,Muramasa Rebirth,78,2013-06-25,2013,6
VITA,Sony,Jak and Daxter Collection,67,2013-06-18,2013,6
VITA,Sony,Disney Epic Mickey 2: The Power of Two,57,2013-06-18,2013,6
PS3,Sony,Ultra Street Fighter IV,83,2014-06-03,2014,6
PS3,Sony,Atelier Rorona Plus: The Alchemist of Arland,80,2014-06-24,2014,6
PS3,Sony,GRID Autosport,75,2014-06-24,2014,6
PS3,Sony,MotoGP 13,73,2014-06-17,2014,6
PS3,Sony,Battle Princess of Arcadias,69,2014-06-17,2014,6
PS3,Sony,Enemy Front,43,2014-06-10,2014,6
X360,Microsoft,Ultra Street Fighter IV,84,2014-06-03,2014,6
X360,Microsoft,GRID Autosport,75,2014-06-24,2014,6
X360,Microsoft,Blood of the Werewolf,75,2014-06-11,2014,6
X360,Microsoft,Transformers: Rise of the Dark Spark,44,2014-06-24,2014,6
X360,Microsoft,Enemy Front,35,2014-06-10,2014,6
PC,PC,Shovel Knight,85,2014-06-26,2014,6
PC,PC,WildStar,82,2014-06-03,2014,6
PC,PC,Marvel Heroes 2015,81,2014-06-04,2014,6
PC,PC,Company of Heroes 2: The Western Front Armies,80,2014-06-23,2014,6
PC,PC,Valiant Hearts: The Great War,79,2014-06-25,2014,6
PC,PC,GRID Autosport,78,2014-06-26,2014,6
PC,PC,Plants vs Zombies: Garden Warfare,78,2014-06-24,2014,6
PC,PC,Space Run,73,2014-06-13,2014,6
PC,PC,Sniper Elite III,71,2014-06-27,2014,6
PC,PC,Munin,68,2014-06-10,2014,6
PC,PC,SpinTires,67,2014-06-12,2014,6
PC,PC,Pro Cycling Manager Season 2014: Le Tour de France,67,2014-06-19,2014,6
PC,PC,Concursion,66,2014-06-06,2014,6
PC,PC,Murdered: Soul Suspect,59,2014-06-03,2014,6
PC,PC,Nether,57,2014-06-05,2014,6
PC,PC,Enemy Front,52,2014-06-10,2014,6
PC,PC,Transformers: Rise of the Dark Spark,49,2014-06-24,2014,6
WIIU,Nintendo,Shovel Knight,88,2014-06-26,2014,6
WIIU,Nintendo,Pushmo World,80,2014-06-19,2014,6
WIIU,Nintendo,Another World: 20th Anniversary Edition,73,2014-06-19,2014,6
WIIU,Nintendo,How to Survive,55,2014-06-19,2014,6
3DS,Nintendo,Shovel Knight,90,2014-06-26,2014,6
3DS,Nintendo,Inazuma Eleven Go: Shadow,75,2014-06-13,2014,6
3DS,Nintendo,Inazuma Eleven Go: Light,74,2014-06-13,2014,6
3DS,Nintendo,Tomodachi Life,71,2014-06-06,2014,6
3DS,Nintendo,AiRace Xeno,66,2014-06-12,2014,6
3DS,Nintendo,Toy Stunt Bike,58,2014-06-26,2014,6
3DS,Nintendo,Cocoro: Line Defender,47,2014-06-26,2014,6
PS4,Sony,Resogun: Heroes,86,2014-06-24,2014,6
PS4,Sony,PixelJunk Shooter Ultimate,82,2014-06-03,2014,6
PS4,Sony,1001 Spikes,78,2014-06-03,2014,6
PS4,Sony,Valiant Hearts: The Great War,77,2014-06-24,2014,6
PS4,Sony,War Thunder,76,2014-06-03,2014,6
PS4,Sony,Killzone: Shadow Fall - Intercept,72,2014-06-24,2014,6
PS4,Sony,EA Sports UFC,70,2014-06-17,2014,6
PS4,Sony,Worms Battlegrounds,62,2014-06-03,2014,6
PS4,Sony,Murdered: Soul Suspect,59,2014-06-03,2014,6
PS4,Sony,Entwined,59,2014-06-09,2014,6
PS4,Sony,Blue Estate,49,2014-06-24,2014,6
PS4,Sony,Transformers: Rise of the Dark Spark,43,2014-06-24,2014,6
VITA,Sony,Magical Beat,67,2014-06-17,2014,6
VITA,Sony,PlayStation Vita Pets,63,2014-06-03,2014,6
VITA,Sony,Hyperdimension Neptunia PP: Producing Perfection,54,2014-06-03,2014,6
XONE,Microsoft,Valiant Hearts: The Great War,81,2014-06-25,2014,6
XONE,Microsoft,Super Ultra Dead Rising 3' Arcade Remix Hyper Edition EX Plus Alpha,75,2014-06-09,2014,6
XONE,Microsoft,EA Sports UFC,70,2014-06-17,2014,6
XONE,Microsoft,Sixty Second Shooter Prime,61,2014-06-18,2014,6
XONE,Microsoft,Murdered: Soul Suspect,51,2014-06-03,2014,6
XONE,Microsoft,Transformers: Rise of the Dark Spark,47,2014-06-24,2014,6
PS3,Sony,Steins Gate,83,2015-06-05,2015,6
PC,PC,Final Fantasy XIV: Heavensward,86,2015-06-23,2015,6
PC,PC,Her Story,86,2015-06-24,2015,6
PC,PC,Heroes of the Storm,86,2015-06-02,2015,6
PC,PC,Tales From The Borderlands: Episode 3 - Catch A Ride,81,2015-06-23,2015,6
PC,PC,Massive Chalice,73,2015-06-01,2015,6
PC,PC,LEGO Jurassic World,72,2015-06-11,2015,6
PC,PC,Devil May Cry 4: Special Edition,72,2015-06-23,2015,6
PC,PC,Batman: Arkham Knight,70,2015-06-23,2015,6
PC,PC,RONIN,70,2015-06-30,2015,6
PC,PC,Star Hammer: The Vanguard Prophecy,69,2015-06-04,2015,6
PC,PC,The Masterplan,68,2015-06-04,2015,6
PC,PC,D4: Dark Dreams Don't Die,67,2015-06-05,2015,6
PC,PC,Pro Cycling Manager Season 2015,66,2015-06-18,2015,6
PC,PC,Kholat,64,2015-06-09,2015,6
PC,PC,Dirty Bomb,63,2015-06-01,2015,6
PC,PC,Hatred,43,2015-06-01,2015,6
PC,PC,Alone in the Dark: Illumination,19,2015-06-11,2015,6
WIIU,Nintendo,Art Academy: Home Studio,82,2015-06-25,2015,6
WIIU,Nintendo,Adventures of Pip,78,2015-06-04,2015,6
WIIU,Nintendo,Cube Life: Island Survival,55,2015-06-04,2015,6
3DS,Nintendo,Dr. Mario: Miracle Cure,69,2015-06-11,2015,6
3DS,Nintendo,Lord of Magna: Maiden Heaven,68,2015-06-02,2015,6
3DS,Nintendo,Samurai Warriors Chronicles 3,63,2015-06-30,2015,6
PS4,Sony,Batman: Arkham Knight,87,2015-06-23,2015,6
PS4,Sony,Final Fantasy XIV: Heavensward,86,2015-06-23,2015,6
PS4,Sony,Tales From The Borderlands: Episode 3 - Catch A Ride,83,2015-06-23,2015,6
PS4,Sony,BlazBlue: Chrono Phantasma Extend,80,2015-06-30,2015,6
PS4,Sony,PlanetSide 2,78,2015-06-23,2015,6
PS4,Sony,Devil May Cry 4: Special Edition,75,2015-06-23,2015,6
PS4,Sony,Shantae: Risky's Revenge - Director's Cut,74,2015-06-23,2015,6
PS4,Sony,The Elder Scrolls Online: Tamriel Unlimited,74,2015-06-09,2015,6
PS4,Sony,Payday 2: Crimewave Edition,71,2015-06-16,2015,6
PS4,Sony,The Escapists,71,2015-06-02,2015,6
PS4,Sony,LEGO Jurassic World,70,2015-06-09,2015,6
PS4,Sony,Super Exploding Zoo,69,2015-06-02,2015,6
PS4,Sony,Whispering Willows,63,2015-06-30,2015,6
PS4,Sony,J-Stars Victory Vs+,61,2015-06-30,2015,6
PS4,Sony,Red Goddess: Inner World,49,2015-06-30,2015,6
VITA,Sony,Steins Gate,83,2015-06-05,2015,6
VITA,Sony,Samurai Warriors Chronicles 3,70,2015-06-30,2015,6
VITA,Sony,Hyperdimension Neptunia Rebirth3: V Generation,70,2015-06-30,2015,6
VITA,Sony,Operation Abyss: New Tokyo Legacy,66,2015-06-09,2015,6
XONE,Microsoft,Batman: Arkham Knight,85,2015-06-23,2015,6
XONE,Microsoft,SteamWorld Dig,83,2015-06-05,2015,6
XONE,Microsoft,The Elder Scrolls Online: Tamriel Unlimited,77,2015-06-09,2015,6
XONE,Microsoft,Devil May Cry 4: Special Edition,76,2015-06-23,2015,6
XONE,Microsoft,Massive Chalice,72,2015-06-01,2015,6
XONE,Microsoft,Call of Duty: Advanced Warfare - Supremacy,71,2015-06-02,2015,6
XONE,Microsoft,LEGO Jurassic World,70,2015-06-12,2015,6
XONE,Microsoft,Payday 2: Crimewave Edition,65,2015-06-16,2015,6
XONE,Microsoft,Sparkle Unleashed,62,2015-06-03,2015,6
PC,PC,Hearts of Iron IV,83,2016-06-06,2016,6
PC,PC,SteamWorld Heist,81,2016-06-07,2016,6
PC,PC,Ghost 1.0,80,2016-06-07,2016,6
PC,PC,Zero Escape: Zero Time Dilemma,78,2016-06-29,2016,6
PC,PC,On Rusty Trails,77,2016-06-13,2016,6
PC,PC,VA-11 Hall-A: Cyberpunk Bartender Action,77,2016-06-21,2016,6
PC,PC,Space Run Galaxy,75,2016-06-17,2016,6
PC,PC,Mirror's Edge Catalyst,74,2016-06-07,2016,6
PC,PC,Hard Reset Redux,73,2016-06-03,2016,6
PC,PC,LEGO Star Wars: The Force Awakens,72,2016-06-28,2016,6
PC,PC,Dead by Daylight,71,2016-06-14,2016,6
PC,PC,Dreamfall Chapters,71,2016-06-17,2016,6
PC,PC,Edge of Nowhere,71,2016-06-06,2016,6
PC,PC,Brigador,70,2016-06-02,2016,6
PC,PC,Senran Kagura Shinovi Versus,70,2016-06-01,2016,6
PC,PC,The Solus Project,68,2016-06-07,2016,6
PC,PC,TurnOn,67,2016-06-01,2016,6
PC,PC,Sherlock Holmes: The Devil's Daughter,65,2016-06-10,2016,6
PC,PC,The Technomancer,56,2016-06-28,2016,6
PC,PC,Breached,54,2016-06-22,2016,6
PC,PC,Dangerous Golf,54,2016-06-03,2016,6
PC,PC,Trials of the Blood Dragon,54,2016-06-13,2016,6
PC,PC,Mighty No. 9,52,2016-06-21,2016,6
PC,PC,Umbrella Corps,36,2016-06-21,2016,6
WIIU,Nintendo,Tokyo Mirage Sessions #FE,80,2016-06-24,2016,6
WIIU,Nintendo,Mario & Sonic at the Rio 2016 Olympic Games,65,2016-06-24,2016,6
WIIU,Nintendo,Mighty No. 9,48,2016-06-21,2016,6
3DS,Nintendo,Rhythm Heaven Megamix,83,2016-06-15,2016,6
3DS,Nintendo,Kirby: Planet Robobot,81,2016-06-10,2016,6
3DS,Nintendo,Zero Escape: Zero Time Dilemma,81,2016-06-28,2016,6
3DS,Nintendo,BoxBoxBoy!,80,2016-06-30,2016,6
PS4,Sony,Odin Sphere Leifthrasir,87,2016-06-07,2016,6
PS4,Sony,Guilty Gear Xrd -REVELATOR-,86,2016-06-07,2016,6
PS4,Sony,SteamWorld Heist,83,2016-06-07,2016,6
PS4,Sony,Prison Architect,80,2016-06-28,2016,6
PS4,Sony,Pac-Man 256,79,2016-06-21,2016,6
PS4,Sony,Grand Kingdom,78,2016-06-21,2016,6
PS4,Sony,LEGO Star Wars: The Force Awakens,78,2016-06-28,2016,6
PS4,Sony,Heart&Slash,76,2016-06-28,2016,6
PS4,Sony,Atelier Sophie: The Alchemist of the Mysterious Book,75,2016-06-07,2016,6
PS4,Sony,Valentino Rossi The Game,75,2016-06-17,2016,6
PS4,Sony,Fenix Furia,71,2016-06-07,2016,6
PS4,Sony,Deadlight: Director's Cut,70,2016-06-21,2016,6
PS4,Sony,God Eater Resurrection,70,2016-06-29,2016,6
PS4,Sony,Mirror's Edge Catalyst,69,2016-06-07,2016,6
PS4,Sony,Resident Evil 5,69,2016-06-28,2016,6
PS4,Sony,Full Mojo Rampage,66,2016-06-28,2016,6
PS4,Sony,MXGP2: The Official Motocross Videogame,65,2016-06-21,2016,6
PS4,Sony,Tom Clancy's The Division - Underground,64,2016-06-28,2016,6
PS4,Sony,JoJo's Bizarre Adventure: Eyes of Heaven,61,2016-06-28,2016,6
PS4,Sony,Asemblance,61,2016-06-21,2016,6
PS4,Sony,The Technomancer,60,2016-06-28,2016,6
PS4,Sony,N.E.R.O.: Nothing Ever Remains Obscure,59,2016-06-24,2016,6
PS4,Sony,Star Ocean: Integrity and Faithlessness,58,2016-06-28,2016,6
PS4,Sony,Dangerous Golf,56,2016-06-03,2016,6
PS4,Sony,Trials of the Blood Dragon,55,2016-06-13,2016,6
PS4,Sony,Anima: Gate of Memories,52,2016-06-07,2016,6
PS4,Sony,Mighty No. 9,52,2016-06-21,2016,6
PS4,Sony,Soul Axiom,47,2016-06-07,2016,6
PS4,Sony,7 Days to Die,45,2016-06-28,2016,6
PS4,Sony,Umbrella Corps,38,2016-06-21,2016,6
PS4,Sony,Dino Dini's Kick Off Revival,31,2016-06-23,2016,6
VITA,Sony,Zero Escape: Zero Time Dilemma,83,2016-06-28,2016,6
VITA,Sony,Grand Kingdom,76,2016-06-21,2016,6
VITA,Sony,Adventures of Mana,66,2016-06-28,2016,6
XONE,Microsoft,INSIDE,93,2016-06-29,2016,6
XONE,Microsoft,Pac-Man 256,80,2016-06-21,2016,6
XONE,Microsoft,LEGO Star Wars: The Force Awakens,76,2016-06-28,2016,6
XONE,Microsoft,Resident Evil 5,75,2016-06-28,2016,6
XONE,Microsoft,Grim Legends: The Forsaken Bride,74,2016-06-10,2016,6
XONE,Microsoft,Mirror's Edge Catalyst,72,2016-06-07,2016,6
XONE,Microsoft,Anima: Gate of Memories,72,2016-06-03,2016,6
XONE,Microsoft,Fragments of Him,71,2016-06-01,2016,6
XONE,Microsoft,Deadlight: Director's Cut,69,2016-06-21,2016,6
XONE,Microsoft,Tom Clancy's The Division - Underground,69,2016-06-28,2016,6
XONE,Microsoft,The Technomancer,68,2016-06-28,2016,6
XONE,Microsoft,Heart&Slash,68,2016-06-24,2016,6
XONE,Microsoft,In Between,68,2016-06-08,2016,6
XONE,Microsoft,TurnOn,67,2016-06-01,2016,6
XONE,Microsoft,Hard Reset Redux,67,2016-06-03,2016,6
XONE,Microsoft,Monochroma,66,2016-06-24,2016,6
XONE,Microsoft,Sherlock Holmes: The Devil's Daughter,66,2016-06-10,2016,6
XONE,Microsoft,Dangerous Golf,63,2016-06-03,2016,6
XONE,Microsoft,MXGP2: The Official Motocross Videogame,59,2016-06-21,2016,6
XONE,Microsoft,Lost Sea,59,2016-06-29,2016,6
XONE,Microsoft,Trials of the Blood Dragon,57,2016-06-13,2016,6
XONE,Microsoft,Mighty No. 9,55,2016-06-21,2016,6
XONE,Microsoft,Soul Axiom,54,2016-06-08,2016,6
XONE,Microsoft,7 Days to Die,35,2016-06-28,2016,6
PC,PC,Final Fantasy XIV: Stormblood,87,2017-06-20,2017,6
PC,PC,Nex Machina: Death Machine,84,2017-06-20,2017,6
PC,PC,Tekken 7,82,2017-06-01,2017,6
PC,PC,Darkest Dungeon: The Crimson Court,82,2017-06-19,2017,6
PC,PC,FORM,81,2017-06-01,2017,6
PC,PC,DiRT 4,78,2017-06-08,2017,6
PC,PC,Secret World Legends,76,2017-06-26,2017,6
PC,PC,Master X Master,76,2017-06-21,2017,6
PC,PC,Serious Sam's Bogus Detour,76,2017-06-20,2017,6
PC,PC,Diablo III: Rise of the Necromancer,76,2017-06-27,2017,6
PC,PC,Get Even,75,2017-06-20,2017,6
PC,PC,Conarium,72,2017-06-06,2017,6
PC,PC,The Mage's Tale,72,2017-06-20,2017,6
PC,PC,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,72,2017-06-06,2017,6
PC,PC,Drifting Lands,71,2017-06-05,2017,6
PC,PC,Pro Cycling Manager 2017,71,2017-06-15,2017,6
PC,PC,Blitzkrieg 3,68,2017-06-02,2017,6
PC,PC,Micro Machines World Series,58,2017-06-29,2017,6
PC,PC,Formula Fusion,58,2017-06-01,2017,6
3DS,Nintendo,Ever Oasis,76,2017-06-23,2017,6
3DS,Nintendo,RPG Maker Fes,64,2017-06-27,2017,6
3DS,Nintendo,River City: Knights of Justice,62,2017-06-20,2017,6
PS4,Sony,Final Fantasy XIV: Stormblood,89,2017-06-20,2017,6
PS4,Sony,Nex Machina: Death Machine,88,2017-06-20,2017,6
PS4,Sony,Wipeout: Omega Collection,85,2017-06-06,2017,6
PS4,Sony,DiRT 4,85,2017-06-06,2017,6
PS4,Sony,Tekken 7,82,2017-06-02,2017,6
PS4,Sony,Crash Bandicoot N. Sane Trilogy,80,2017-06-30,2017,6
PS4,Sony,Elite: Dangerous,77,2017-06-27,2017,6
PS4,Sony,The Golf Club 2,76,2017-06-27,2017,6
PS4,Sony,The Elder Scrolls Online: Morrowind,75,2017-06-06,2017,6
PS4,Sony,ClaDun Returns: This is Sengoku!,73,2017-06-06,2017,6
PS4,Sony,Cars 3: Driven to Win,72,2017-06-13,2017,6
PS4,Sony,Get Even,71,2017-06-23,2017,6
PS4,Sony,Marvel's Guardians of the Galaxy - Episode 2: Under Pressure,70,2017-06-06,2017,6
PS4,Sony,Danganronpa Another Episode: Ultra Despair Girls,67,2017-06-27,2017,6
PS4,Sony,The Town of Light,67,2017-06-06,2017,6
PS4,Sony,MXGP3: The Official Motocross Videogame,67,2017-06-20,2017,6
PS4,Sony,Final Fantasy XV: Episode Prompto,65,2017-06-27,2017,6
PS4,Sony,Dead by Daylight,64,2017-06-20,2017,6
PS4,Sony,Ancient Amuletor,60,2017-06-27,2017,6
PS4,Sony,Micro Machines World Series,59,2017-06-30,2017,6
PS4,Sony,Dark Rose Valkyrie,58,2017-06-06,2017,6
PS4,Sony,Perception,56,2017-06-06,2017,6
PS4,Sony,Valkyria Revolution,54,2017-06-27,2017,6
PS4,Sony,AereA,46,2017-06-30,2017,6
PS4,Sony,Randall,38,2017-06-06,2017,6
VITA,Sony,Tokyo Xanadu,74,2017-06-30,2017,6
XONE,Microsoft,DiRT 4,86,2017-06-06,2017,6
XONE,Microsoft,Tekken 7,81,2017-06-02,2017,6
XONE,Microsoft,The Elder Scrolls Online: Morrowind,76,2017-06-06,2017,6
XONE,Microsoft,Get Even,73,2017-06-23,2017,6
XONE,Microsoft,The Golf Club 2,69,2017-06-27,2017,6
XONE,Microsoft,Marvel Heroes Omega,68,2017-06-30,2017,6
XONE,Microsoft,Perception,61,2017-06-06,2017,6
XONE,Microsoft,The Town of Light,60,2017-06-06,2017,6
XONE,Microsoft,Cars 3: Driven to Win,59,2017-06-13,2017,6
XONE,Microsoft,Dead by Daylight,58,2017-06-20,2017,6
XONE,Microsoft,Micro Machines World Series,57,2017-06-30,2017,6
XONE,Microsoft,Valkyria Revolution,56,2017-06-27,2017,6
XONE,Microsoft,Kholat,54,2017-06-09,2017,6
XONE,Microsoft,AereA,50,2017-06-30,2017,6
Switch,Nintendo,Cave Story +,88,2017-06-20,2017,6
Switch,Nintendo,Slime-san,82,2017-06-08,2017,6
Switch,Nintendo,Shantae: Half-Genie Hero,82,2017-06-08,2017,6
Switch,Nintendo,GoNNER,79,2017-06-29,2017,6
Switch,Nintendo,The Legend of Zelda: Breath of the Wild - The Master Trials,78,2017-06-30,2017,6
Switch,Nintendo,ARMS,77,2017-06-16,2017,6
Switch,Nintendo,Mighty Gunvolt Burst,76,2017-06-15,2017,6
Switch,Nintendo,Oceanhorn: Monster of Uncharted Seas,66,2017-06-22,2017,6
Switch,Nintendo,Cars 3: Driven to Win,59,2017-06-13,2017,6
PC,PC,The Sims 4: Seasons,81,2018-06-22,2018,6
PC,PC,Wreckfest,80,2018-06-14,2018,6
PC,PC,Youropa,79,2018-06-27,2018,6
PC,PC,The Awesome Adventures of Captain Spirit,79,2018-06-26,2018,6
PC,PC,Unravel Two,78,2018-06-09,2018,6
PC,PC,Prey: Mooncrash,77,2018-06-10,2018,6
PC,PC,Crash Bandicoot N. Sane Trilogy,76,2018-06-29,2018,6
PC,PC,Vampyr,72,2018-06-04,2018,6
PC,PC,Far Cry 5: Hours of Darkness,72,2018-06-05,2018,6
PC,PC,Gray Dawn,71,2018-06-07,2018,6
PC,PC,Jurassic World Evolution,69,2018-06-12,2018,6
PC,PC,"Warhammer 40,000: Inquisitor - Martyr",68,2018-06-05,2018,6
PC,PC,Bus Simulator 18,67,2018-06-13,2018,6
PC,PC,The Crew 2,66,2018-06-26,2018,6
PC,PC,Antigraviator,65,2018-06-06,2018,6
PC,PC,Lust for Darkness,51,2018-06-12,2018,6
PS4,Sony,Prey: Mooncrash,83,2018-06-10,2018,6
PS4,Sony,Slime-san: Superslime Edition,81,2018-06-26,2018,6
PS4,Sony,Lumines Remastered,80,2018-06-26,2018,6
PS4,Sony,Unravel Two,77,2018-06-09,2018,6
PS4,Sony,BlazBlue: Cross Tag Battle,76,2018-06-05,2018,6
PS4,Sony,ONRUSH,76,2018-06-05,2018,6
PS4,Sony,The Elder Scrolls Online: Summerset,76,2018-06-05,2018,6
PS4,Sony,The Awesome Adventures of Captain Spirit,75,2018-06-25,2018,6
PS4,Sony,Shape of the World,72,2018-06-05,2018,6
PS4,Sony,Nobunaga's Ambition: Taishi,70,2018-06-05,2018,6
PS4,Sony,Vampyr,70,2018-06-05,2018,6
PS4,Sony,LEGO The Incredibles,69,2018-06-15,2018,6
PS4,Sony,Jurassic World Evolution,68,2018-06-12,2018,6
PS4,Sony,Super Bomberman R,67,2018-06-12,2018,6
PS4,Sony,MotoGP 18,66,2018-06-07,2018,6
PS4,Sony,The Crew 2,64,2018-06-26,2018,6
PS4,Sony,Rainbow Skies,63,2018-06-26,2018,6
PS4,Sony,Salary Man Escape VR,63,2018-06-26,2018,6
PS4,Sony,The Infectious Madness of Doctor Dekker,62,2018-06-05,2018,6
PS4,Sony,The Lost Child,61,2018-06-19,2018,6
PS4,Sony,Tour de France 2018,57,2018-06-28,2018,6
PS4,Sony,New Gundam Breaker,43,2018-06-22,2018,6
PS4,Sony,Shaq Fu: A Legend Reborn,36,2018-06-05,2018,6
XONE,Microsoft,NieR: Automata - Become as Gods Edition,90,2018-06-26,2018,6
XONE,Microsoft,Prey: Mooncrash,82,2018-06-10,2018,6
XONE,Microsoft,Unravel Two,81,2018-06-09,2018,6
XONE,Microsoft,Aragami: Shadow Edition,81,2018-06-05,2018,6
XONE,Microsoft,Lumines Remastered,81,2018-06-26,2018,6
XONE,Microsoft,Crash Bandicoot N. Sane Trilogy,79,2018-06-29,2018,6
XONE,Microsoft,The Awesome Adventures of Captain Spirit,78,2018-06-26,2018,6
XONE,Microsoft,ONRUSH,77,2018-06-05,2018,6
XONE,Microsoft,Jurassic World Evolution,76,2018-06-12,2018,6
XONE,Microsoft,LEGO The Incredibles,74,2018-06-15,2018,6
XONE,Microsoft,Vampyr,70,2018-06-05,2018,6
XONE,Microsoft,The Crew 2,69,2018-06-26,2018,6
XONE,Microsoft,Earth Atlantis,69,2018-06-01,2018,6
XONE,Microsoft,Super Bomberman R,63,2018-06-12,2018,6
XONE,Microsoft,Shaq Fu: A Legend Reborn,54,2018-06-05,2018,6
