console,company,game,metascore,fecha,ano,mes
X360,Microsoft,The Cave,70,2013-01-23,2013,1
X360,Microsoft,Hitman HD Trilogy,69,2013-01-29,2013,1
PC,PC,Path of Exile,86,2013-01-25,2013,1
PC,PC,DmC: Devil May Cry,85,2013-01-24,2013,1
PC,PC,Antichamber,82,2013-01-31,2013,1
PC,PC,Kentucky Route Zero - Act I,81,2013-01-07,2013,1
PC,PC,Proteus,80,2013-01-30,2013,1
PC,PC,Euro Truck Simulator 2,79,2013-01-16,2013,1
PC,PC,Ace Combat Assault Horizon: Enhanced Edition,77,2013-01-24,2013,1
PC,PC,Borderlands 2: Sir Hammerlock's Big Game Hunt,75,2013-01-15,2013,1
PC,PC,Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey,72,2013-01-30,2013,1
PC,PC,Retrovirus,70,2013-01-31,2013,1
PC,PC,The Cave 2013,68,2013-01-23,2013,1
PC,PC,Dungeonland,67,2013-01-29,2013,1
PC,PC,Strike Suit Zero,66,2013-01-23,2013,1
PC,PC,Darkout,55,2013-01-14,2013,1
PC,PC,Omerta: City of Gangsters,54,2013-01-31,2013,1
PC,PC,Rush Bros,54,2013-01-29,2013,1
PC,PC,Akaneiro: Demon Hunters,53,2013-01-24,2013,1
PC,PC,Seduce Me,41,2013-01-02,2013,1
WIIU,Nintendo,The Cave,72,2013-01-22,2013,1
WIIU,Nintendo,Puddle,70,2013-01-31,2013,1
3DS,Nintendo,Gunman Clive,82,2013-01-03,2013,1
3DS,Nintendo,Ikachan,71,2013-01-31,2013,1
3DS,Nintendo,Tokyo Crash Mobs,68,2013-01-17,2013,1
3DS,Nintendo,Unchained Blades,65,2013-01-03,2013,1
VITA,Sony,Earth Defense Force 2017 Portable,68,2013-01-08,2013,1
VITA,Sony,Lets Fish! Hooked On,41,2013-01-29,2013,1
PSP,Sony,Corpse Party: Book of Shadows,67,2013-01-15,2013,1
PS3,Sony,Assassin's Creed Liberation HD,64,2014-01-14,2014,1
PS3,Sony,Dragon Ball Z: Battle of Z,54,2014-01-28,2014,1
X360,Microsoft,Assassin's Creed Liberation HD,62,2014-01-15,2014,1
X360,Microsoft,Dragon Ball Z: Battle of Z,53,2014-01-28,2014,1
PC,PC,Divinity: Original Sin,87,2014-01-17,2014,1
PC,PC,Metal Gear Rising: Revengeance,83,2014-01-09,2014,1
PC,PC,Broken Age: Act 1,82,2014-01-28,2014,1
PC,PC,Nidhogg,81,2014-01-13,2014,1
PC,PC,Europa Universalis IV: Conquest of Paradise,81,2014-01-14,2014,1
PC,PC,The Banner Saga,80,2014-01-14,2014,1
PC,PC,Broken Age,76,2014-01-28,2014,1
PC,PC,Strike Vector,73,2014-01-28,2014,1
PC,PC,Might & Magic X: Legacy,71,2014-01-23,2014,1
PC,PC,Octodad: Dadliest Catch,69,2014-01-30,2014,1
PC,PC,KickBeat: Steam Edition,66,2014-01-20,2014,1
PC,PC,CONSORTIUM,66,2014-01-06,2014,1
PC,PC,Assassin's Creed Liberation HD,66,2014-01-15,2014,1
PC,PC,continue?9876543210,62,2014-01-03,2014,1
PC,PC,The Castle Doctrine,58,2014-01-29,2014,1
PC,PC,Secrets of Raetikon,58,2014-01-07,2014,1
PC,PC,SpellForce 2: Demons of the Past,54,2014-01-14,2014,1
PC,PC,Rekoil,32,2014-01-28,2014,1
WIIU,Nintendo,Unepic,72,2014-01-16,2014,1
WIIU,Nintendo,F1 Race Stars: Powered Up Edition,61,2014-01-16,2014,1
3DS,Nintendo,Chibi-Robo! Photo Finder,49,2014-01-09,2014,1
PS4,Sony,Tomb Raider: Definitive Edition,85,2014-01-28,2014,1
PS4,Sony,Don't Starve: Console Edition,78,2014-01-07,2014,1
VITA,Sony,OlliOlli,79,2014-01-21,2014,1
VITA,Sony,Dragon Ball Z: Battle of Z,66,2014-01-28,2014,1
XONE,Microsoft,Tomb Raider: Definitive Edition,86,2014-01-28,2014,1
XONE,Microsoft,Call of Duty: Ghosts - Onslaught,65,2014-01-28,2014,1
XONE,Microsoft,Dead Rising 3: Operation Broken Eagle,52,2014-01-21,2014,1
PS3,Sony,Duke Nukem 3D: Megaton Edition,70,2015-01-06,2015,1
PC,PC,Grim Fandango Remastered,84,2015-01-27,2015,1
PC,PC,Resident Evil HD Remaster,82,2015-01-20,2015,1
PC,PC,Avernum 2: Crystal Souls,78,2015-01-14,2015,1
PC,PC,Life is Strange: Episode 1 - Chrysalis,77,2015-01-30,2015,1
PC,PC,Grey Goo,77,2015-01-23,2015,1
PC,PC,Pix the Cat,77,2015-01-29,2015,1
PC,PC,JumpJet Rex,76,2015-01-14,2015,1
PC,PC,Gravity Ghost,75,2015-01-26,2015,1
PC,PC,Dying Light,75,2015-01-27,2015,1
PC,PC,Blackguards 2,74,2015-01-20,2015,1
PC,PC,Super Galaxy Squadron,70,2015-01-23,2015,1
PC,PC,The Sims 4: Outdoor Retreat,66,2015-01-13,2015,1
PC,PC,Saints Row: Gat Out of Hell,66,2015-01-20,2015,1
PC,PC,Citizens of Earth,66,2015-01-20,2015,1
PC,PC,Heroes of Might & Magic III - HD Edition,65,2015-01-29,2015,1
PC,PC,"War, the Game",65,2015-01-12,2015,1
PC,PC,Phantom Breaker: Battle Grounds,64,2015-01-23,2015,1
PC,PC,Fahrenheit: Indigo Prophecy Remastered,61,2015-01-28,2015,1
PC,PC,Supreme League of Patriots,56,2015-01-29,2015,1
PC,PC,Warhammer Quest,55,2015-01-07,2015,1
PC,PC,Zombeer,32,2015-01-30,2015,1
PC,PC,Raven's Cry,27,2015-01-30,2015,1
WIIU,Nintendo,Chariot,76,2015-01-08,2015,1
WIIU,Nintendo,Citizens of Earth,67,2015-01-20,2015,1
3DS,Nintendo,3D After Burner II,81,2015-01-15,2015,1
3DS,Nintendo,Gunman Clive 2,80,2015-01-20,2015,1
PS4,Sony,Resident Evil HD Remaster,83,2015-01-20,2015,1
PS4,Sony,Grim Fandango Remastered,80,2015-01-27,2015,1
PS4,Sony,Saints Row IV: Re-Elected,75,2015-01-20,2015,1
PS4,Sony,Life is Strange: Episode 1 - Chrysalis,75,2015-01-30,2015,1
PS4,Sony,Dying Light,74,2015-01-27,2015,1
PS4,Sony,Citizens of Earth,70,2015-01-20,2015,1
PS4,Sony,Assassin's Creed Unity: Dead Kings,68,2015-01-13,2015,1
PS4,Sony,Saints Row IV: Re-Elected & Gat Out of Hell,66,2015-01-20,2015,1
PS4,Sony,Saints Row: Gat Out of Hell,64,2015-01-20,2015,1
PS4,Sony,Far Cry 4: Escape from Durgesh Prison,56,2015-01-13,2015,1
VITA,Sony,Grim Fandango Remastered,84,2015-01-27,2015,1
VITA,Sony,Joe Danger 2: The Movie,81,2015-01-13,2015,1
VITA,Sony,Atelier Ayesha Plus: The Alchemist of Dusk,76,2015-01-13,2015,1
VITA,Sony,Baboon!,73,2015-01-28,2015,1
VITA,Sony,Nihilumbra,73,2015-01-27,2015,1
VITA,Sony,Woah Dave!,71,2015-01-06,2015,1
VITA,Sony,Duke Nukem 3D: Megaton Edition,69,2015-01-06,2015,1
VITA,Sony,Hyperdimension Neptunia Rebirth2: Sisters Generation,67,2015-01-27,2015,1
XONE,Microsoft,Resident Evil HD Remaster,82,2015-01-20,2015,1
XONE,Microsoft,#IDARB,77,2015-01-30,2015,1
XONE,Microsoft,Life is Strange: Episode 1 - Chrysalis,77,2015-01-30,2015,1
XONE,Microsoft,Dying Light,74,2015-01-27,2015,1
XONE,Microsoft,Saints Row IV: Re-Elected,73,2015-01-20,2015,1
XONE,Microsoft,Call of Duty: Advanced Warfare - Havoc,72,2015-01-27,2015,1
XONE,Microsoft,Unmechanical: Extended Edition,66,2015-01-30,2015,1
XONE,Microsoft,Saints Row: Gat Out of Hell,65,2015-01-20,2015,1
XONE,Microsoft,Assassin's Creed Unity: Dead Kings,64,2015-01-13,2015,1
XONE,Microsoft,Funk of Titans,43,2015-01-09,2015,1
PSP,Sony,Brandish: The Dark Revenant,78,2015-01-13,2015,1
PC,PC,The Witness,87,2016-01-26,2016,1
PC,PC,Hex: Shards of Fate,87,2016-01-26,2016,1
PC,PC,Rise of the Tomb Raider,86,2016-01-28,2016,1
PC,PC,Pony Island,86,2016-01-04,2016,1
PC,PC,Darkest Dungeon,84,2016-01-19,2016,1
PC,PC,Dragon's Dogma: Dark Arisen,81,2016-01-15,2016,1
PC,PC,The Bug Butcher,81,2016-01-19,2016,1
PC,PC,Oxenfree,80,2016-01-15,2016,1
PC,PC,Homeworld: Deserts of Kharak,79,2016-01-20,2016,1
PC,PC,"That Dragon, Cancer",78,2016-01-12,2016,1
PC,PC,Crashlands,78,2016-01-21,2016,1
PC,PC,Echoes Of Aetheria,77,2016-01-15,2016,1
PC,PC,The Aquatic Adventure of the Last Human,76,2016-01-19,2016,1
PC,PC,The Deadly Tower of Monsters,73,2016-01-19,2016,1
PC,PC,Punch Club,73,2016-01-08,2016,1
PC,PC,Blade & Soul,68,2016-01-19,2016,1
PC,PC,Resident Evil 0: HD Remaster,68,2016-01-19,2016,1
PC,PC,Sebastien Loeb Rally Evo,67,2016-01-29,2016,1
PC,PC,Assassin's Creed Chronicles: India,63,2016-01-12,2016,1
PC,PC,The Westport Independent,63,2016-01-21,2016,1
PC,PC,Between Me and The Night,62,2016-01-22,2016,1
PC,PC,Tharsis,61,2016-01-11,2016,1
PC,PC,Shooting Stars!,59,2016-01-19,2016,1
PC,PC,Gemini: Heroes Reborn,54,2016-01-18,2016,1
PC,PC,Dinocide,51,2016-01-21,2016,1
PC,PC,Death by Game Show,50,2016-01-22,2016,1
PC,PC,Bombshell 2016,43,2016-01-29,2016,1
WIIU,Nintendo,Shadow Puppeteer,57,2016-01-28,2016,1
3DS,Nintendo,Mario & Luigi: Paper Jam,76,2016-01-22,2016,1
3DS,Nintendo,Final Fantasy Explorers,69,2016-01-26,2016,1
PS4,Sony,The Witness,87,2016-01-26,2016,1
PS4,Sony,Gone Home: Console Edition,85,2016-01-12,2016,1
PS4,Sony,Star Wars Pinball: The Force Awakens,81,2016-01-12,2016,1
PS4,Sony,World of Tanks,80,2016-01-19,2016,1
PS4,Sony,The Banner Saga,79,2016-01-12,2016,1
PS4,Sony,This War of Mine: The Little Ones,78,2016-01-29,2016,1
PS4,Sony,Klaus,76,2016-01-19,2016,1
PS4,Sony,Amplitude,74,2016-01-05,2016,1
PS4,Sony,The Deadly Tower of Monsters,72,2016-01-19,2016,1
PS4,Sony,LEGO Marvel's Avengers,71,2016-01-26,2016,1
PS4,Sony,Tachyon Project,71,2016-01-19,2016,1
PS4,Sony,Sebastien Loeb Rally Evo,71,2016-01-29,2016,1
PS4,Sony,Resident Evil 0: HD Remaster,70,2016-01-19,2016,1
PS4,Sony,Tharsis,65,2016-01-12,2016,1
PS4,Sony,Assassin's Creed Chronicles: India,63,2016-01-13,2016,1
PS4,Sony,Attractio,58,2016-01-19,2016,1
PS4,Sony,Hardware: Rivals,56,2016-01-05,2016,1
VITA,Sony,Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,75,2016-01-19,2016,1
XONE,Microsoft,This War of Mine: The Little Ones,78,2016-01-29,2016,1
XONE,Microsoft,Oxenfree,78,2016-01-15,2016,1
XONE,Microsoft,The Banner Saga,76,2016-01-12,2016,1
XONE,Microsoft,Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch,73,2016-01-26,2016,1
XONE,Microsoft,LEGO Marvel's Avengers,71,2016-01-26,2016,1
XONE,Microsoft,Clockwork Tales: Of Glass and Ink,70,2016-01-22,2016,1
XONE,Microsoft,AIPD - Artificial Intelligence Police Department,70,2016-01-29,2016,1
XONE,Microsoft,Resident Evil 0: HD Remaster,69,2016-01-19,2016,1
XONE,Microsoft,"LEVEL 22, Gary's Misadventures",68,2016-01-29,2016,1
XONE,Microsoft,Lovely Planet,65,2016-01-08,2016,1
XONE,Microsoft,Sparkle 2,65,2016-01-27,2016,1
XONE,Microsoft,Assassin's Creed Chronicles: India,64,2016-01-12,2016,1
XONE,Microsoft,Gemini: Heroes Reborn,63,2016-01-19,2016,1
XONE,Microsoft,Sebastien Loeb Rally Evo,63,2016-01-29,2016,1
XONE,Microsoft,ZHEROS,57,2016-01-15,2016,1
PC,PC,Detention,83,2017-01-12,2017,1
PC,PC,Resident Evil 7: biohazard,83,2017-01-23,2017,1
PC,PC,She Remembered Caterpillars,82,2017-01-17,2017,1
PC,PC,Tales of Berseria,80,2017-01-26,2017,1
PC,PC,Stars in Shadow,75,2017-01-19,2017,1
PC,PC,Milkmaid of the Milky Way,74,2017-01-05,2017,1
PC,PC,imprint-X,72,2017-01-26,2017,1
PC,PC,A Normal Lost Phone,71,2017-01-26,2017,1
PC,PC,"Warhammer 40,000: Sanctus Reach",69,2017-01-19,2017,1
PC,PC,Rise & Shine,64,2017-01-13,2017,1
PC,PC,Urban Empire,62,2017-01-20,2017,1
PC,PC,Memoranda,58,2017-01-25,2017,1
PC,PC,Double Dragon IV,50,2017-01-30,2017,1
3DS,Nintendo,Dragon Quest VIII: Journey of the Cursed King,85,2017-01-20,2017,1
PS4,Sony,Resident Evil 7: biohazard,86,2017-01-24,2017,1
PS4,Sony,Yakuza 0,85,2017-01-24,2017,1
PS4,Sony,Hatsune Miku: Project Diva Future Tone - Colorful Tone,84,2017-01-10,2017,1
PS4,Sony,Hatsune Miku: Project Diva Future Tone - Future Sound,84,2017-01-10,2017,1
PS4,Sony,Gravity Rush 2,80,2017-01-20,2017,1
PS4,Sony,Tales of Berseria,79,2017-01-24,2017,1
PS4,Sony,Linelight,77,2017-01-31,2017,1
PS4,Sony,Kingdom Hearts HD 2.8 Final Chapter Prologue,76,2017-01-24,2017,1
PS4,Sony,2064: Read Only Memories,76,2017-01-17,2017,1
PS4,Sony,Call of Duty: Infinite Warfare - Sabotage,76,2017-01-31,2017,1
PS4,Sony,The Flame in the Flood: Complete Edition,76,2017-01-17,2017,1
PS4,Sony,Resident Evil 7: biohazard - Banned Footage Vol. 1,75,2017-01-31,2017,1
PS4,Sony,Pinball FX 2: Star Wars Pinball - Rogue One,74,2017-01-31,2017,1
PS4,Sony,Dynasty Warriors: Godseekers,70,2017-01-31,2017,1
PS4,Sony,Digimon World: Next Order,68,2017-01-31,2017,1
PS4,Sony,Fate/Extella: The Umbral Star,67,2017-01-17,2017,1
PS4,Sony,DEXED,65,2017-01-31,2017,1
PS4,Sony,Earthlock: Festival of Magic,56,2017-01-27,2017,1
PS4,Sony,Knee Deep,54,2017-01-31,2017,1
PS4,Sony,Divide,50,2017-01-31,2017,1
PS4,Sony,Mighty Morphin Power Rangers: Mega Battle,49,2017-01-17,2017,1
PS4,Sony,Double Dragon IV,49,2017-01-30,2017,1
PS4,Sony,Moto Racer 4,49,2017-01-24,2017,1
VITA,Sony,Atelier Shallie Plus: Alchemists of the Dusk Sea,78,2017-01-17,2017,1
XONE,Microsoft,Resident Evil 7: biohazard,86,2017-01-24,2017,1
XONE,Microsoft,TowerFall Ascension,80,2017-01-25,2017,1
XONE,Microsoft,Metrico+,75,2017-01-20,2017,1
XONE,Microsoft,The Assembly,70,2017-01-20,2017,1
XONE,Microsoft,The Sun and Moon,69,2017-01-27,2017,1
XONE,Microsoft,Rise & Shine,66,2017-01-13,2017,1
XONE,Microsoft,Nevermind,65,2017-01-11,2017,1
XONE,Microsoft,Toby: The Secret Mine,62,2017-01-20,2017,1
XONE,Microsoft,Hunter's Legacy,61,2017-01-20,2017,1
XONE,Microsoft,Siegecraft Commander,61,2017-01-17,2017,1
XONE,Microsoft,I Am Bread,59,2017-01-20,2017,1
XONE,Microsoft,RWBY: Grimm Eclipse,57,2017-01-17,2017,1
XONE,Microsoft,Dead Effect 2,56,2017-01-13,2017,1
XONE,Microsoft,Doodle God: Ultimate Edition,53,2017-01-27,2017,1
PC,PC,Celeste,88,2018-01-25,2018,1
PC,PC,Subnautica,87,2018-01-23,2018,1
PC,PC,Iconoclasts,87,2018-01-23,2018,1
PC,PC,Dragon Ball FighterZ,85,2018-01-26,2018,1
PC,PC,Full Metal Furies,85,2018-01-17,2018,1
PC,PC,Total War: WARHAMMER II - Rise of the Tomb Kings,84,2018-01-23,2018,1
PC,PC,The Red Strings Club,81,2018-01-22,2018,1
PC,PC,Sairento VR,78,2018-01-19,2018,1
PC,PC,Batman: The Enemy Within - Episode 4: What Ails You,77,2018-01-22,2018,1
PC,PC,Remothered: Tormented Fathers,77,2018-01-30,2018,1
PC,PC,Candleman: The Complete Journey,76,2018-01-31,2018,1
PC,PC,Railway Empire,74,2018-01-26,2018,1
PC,PC,Nantucket,74,2018-01-18,2018,1
PC,PC,Tesla vs Lovecraft,73,2018-01-26,2018,1
PC,PC,Lost Sphear,69,2018-01-23,2018,1
PC,PC,Zwei: The Arges Adventure,68,2018-01-24,2018,1
PC,PC,Genital Jousting,68,2018-01-18,2018,1
PC,PC,LEGRAND LEGACY: Tale of the Fatebounds,67,2018-01-24,2018,1
PC,PC,Fallen Legion+,66,2018-01-05,2018,1
PC,PC,InnerSpace,65,2018-01-16,2018,1
3DS,Nintendo,Kirby Battle Royale,57,2018-01-19,2018,1
PS4,Sony,Celeste,91,2018-01-25,2018,1
PS4,Sony,Monster Hunter: World,90,2018-01-26,2018,1
PS4,Sony,Street Fighter V: Arcade Edition,87,2018-01-16,2018,1
PS4,Sony,Dragon Ball FighterZ,87,2018-01-26,2018,1
PS4,Sony,Iconoclasts,83,2018-01-23,2018,1
PS4,Sony,Little Red Lie,77,2018-01-09,2018,1
PS4,Sony,Batman: The Enemy Within - Episode 4: What Ails You,77,2018-01-22,2018,1
PS4,Sony,Wulverblade,76,2018-01-30,2018,1
PS4,Sony,EA Sports UFC 3,75,2018-01-30,2018,1
PS4,Sony,Assassin's Creed Origins: The Hidden Ones,73,2018-01-23,2018,1
PS4,Sony,Digimon Story Cyber Sleuth: Hacker's Memory,73,2018-01-19,2018,1
PS4,Sony,Call of Duty: WWII - The Resistance,71,2018-01-30,2018,1
PS4,Sony,Cold Iron,71,2018-01-30,2018,1
PS4,Sony,InnerSpace,69,2018-01-16,2018,1
PS4,Sony,Lost Sphear,68,2018-01-23,2018,1
PS4,Sony,Strikers Edge,68,2018-01-30,2018,1
PS4,Sony,Dissidia: Final Fantasy NT,67,2018-01-30,2018,1
PS4,Sony,Kerbal Space Program: Enhanced Edition,64,2018-01-16,2018,1
PS4,Sony,Beholder: Complete Edition,63,2018-01-16,2018,1
PS4,Sony,The Inpatient,59,2018-01-23,2018,1
PS4,Sony,Out of Ammo,48,2018-01-30,2018,1
XONE,Microsoft,Celeste,94,2018-01-26,2018,1
XONE,Microsoft,Monster Hunter: World,90,2018-01-26,2018,1
XONE,Microsoft,Dragon Ball FighterZ,86,2018-01-26,2018,1
XONE,Microsoft,Railway Empire,77,2018-01-30,2018,1
XONE,Microsoft,EA Sports UFC 3,77,2018-01-30,2018,1
XONE,Microsoft,Wulverblade,77,2018-01-31,2018,1
XONE,Microsoft,The Vanishing of Ethan Carter,77,2018-01-19,2018,1
XONE,Microsoft,Beholder: Complete Edition,74,2018-01-19,2018,1
XONE,Microsoft,InnerSpace,64,2018-01-16,2018,1
XONE,Microsoft,OK K.O.! Let's Play Heroes,57,2018-01-23,2018,1
Switch,Nintendo,Celeste,92,2018-01-25,2018,1
Switch,Nintendo,Darkest Dungeon,85,2018-01-18,2018,1
Switch,Nintendo,Super Meat Boy,84,2018-01-11,2018,1
Switch,Nintendo,Super One More Jump,81,2018-01-25,2018,1
Switch,Nintendo,Furi,74,2018-01-11,2018,1
Switch,Nintendo,The Escapists 2,73,2018-01-11,2018,1
Switch,Nintendo,World to the West,73,2018-01-18,2018,1
Switch,Nintendo,Shu,72,2018-01-23,2018,1
Switch,Nintendo,Stikbold! Dodgeball Adventure! Deluxe,70,2018-01-04,2018,1
Switch,Nintendo,Lost Sphear,69,2018-01-23,2018,1
Switch,Nintendo,ChromaGun,69,2018-01-22,2018,1
Switch,Nintendo,Azkend 2: The World Beneath,68,2018-01-12,2018,1
Switch,Nintendo,Vesta,64,2018-01-19,2018,1
Switch,Nintendo,InnerSpace,63,2018-01-16,2018,1
Switch,Nintendo,BRAWL,60,2018-01-12,2018,1
Switch,Nintendo,Baseball Riot,51,2018-01-19,2018,1
Switch,Nintendo,Fantasy Hero: Unsigned Legacy,34,2018-01-25,2018,1
PC,PC,Thief II: The Metal Age,87,2000-02-29,2000,2
PS2,Sony,Q-Ball: Billiards Master,65,2000-02-29,2000,2
N64,Nintendo,Ridge Racer 64,82,2000-02-14,2000,2
PS,Sony,Need for Speed: Porsche Unleashed,78,2000-02-29,2000,2
PS,Sony,Army Men: World War,50,2000-02-29,2000,2
PC,PC,NASCAR Racing 4,89,2001-02-06,2001,2
PC,PC,Europa Universalis,86,2001-02-02,2001,2
PC,PC,Clive Barker's Undying,85,2001-02-21,2001,2
PC,PC,Colin McRae Rally 2.0,83,2001-02-13,2001,2
PC,PC,NBA Live 2001,78,2001-02-07,2001,2
PC,PC,Blade of Darkness,75,2001-02-19,2001,2
PC,PC,Icewind Dale: Heart of Winter,74,2001-02-19,2001,2
PC,PC,1nsane,69,2001-02-05,2001,2
PC,PC,Dracula: The Last Sanctuary,68,2001-02-11,2001,2
PC,PC,Stupid Invaders,65,2001-02-21,2001,2
PC,PC,Age of Sail II,62,2001-02-01,2001,2
PC,PC,The Messenger,61,2001-02-14,2001,2
PC,PC,Ducati World Racing Challenge,57,2001-02-09,2001,2
PS2,Sony,Star Wars: Starfighter,84,2001-02-19,2001,2
PS2,Sony,ATV Offroad Fury,82,2001-02-05,2001,2
PS2,Sony,Knockout Kings 2001,81,2001-02-05,2001,2
PS2,Sony,Tiger Woods PGA Tour 2001,74,2001-02-26,2001,2
PS2,Sony,4x4 Evolution,64,2001-02-26,2001,2
PS2,Sony,NBA Hoopz,63,2001-02-26,2001,2
PS2,Sony,ESPN NBA 2Night,62,2001-02-13,2001,2
PS2,Sony,NHL FaceOff 2001,57,2001-02-05,2001,2
PS2,Sony,NBA ShootOut 2001,54,2001-02-19,2001,2
N64,Nintendo,Paper Mario,93,2001-02-05,2001,2
DC,Sega,Record of Lodoss War,76,2001-02-26,2001,2
DC,Sega,Charge 'N Blast,68,2001-02-07,2001,2
DC,Sega,Iron Aces,67,2001-02-06,2001,2
DC,Sega,NBA Hoopz,65,2001-02-13,2001,2
DC,Sega,KAO the Kangaroo,63,2001-02-13,2001,2
DC,Sega,Surf Rocket Racers,55,2001-02-28,2001,2
DC,Sega,Ducati World Racing Challenge,40,2001-02-13,2001,2
PS,Sony,Fear Effect 2: Retro Helix,84,2001-02-21,2001,2
PS,Sony,Mega Man X5,76,2001-02-01,2001,2
PS,Sony,Vanishing Point,68,2001-02-05,2001,2
PC,PC,NASCAR Racing 2002 Season,89,2002-02-14,2002,2
PC,PC,Out of the Park Baseball 4,87,2002-02-28,2002,2
PC,PC,Serious Sam: The Second Encounter,85,2002-02-04,2002,2
PC,PC,Tiger Woods PGA Tour 2002,83,2002-02-24,2002,2
PC,PC,Star Trek Bridge Commander,82,2002-02-27,2002,2
PC,PC,Trainz,79,2002-02-10,2002,2
PC,PC,Tropico: Paradise Island,78,2002-02-03,2002,2
PC,PC,Command & Conquer: Renegade,75,2002-02-27,2002,2
PC,PC,BCT Commander,61,2002-02-23,2002,2
PC,PC,Destroyer Command,51,2002-02-17,2002,2
PC,PC,Mall Tycoon,41,2002-02-03,2002,2
PS2,Sony,High Heat Major League Baseball 2003,84,2002-02-09,2002,2
PS2,Sony,Maximo: Ghosts to Glory,84,2002-02-11,2002,2
PS2,Sony,Gitaroo Man,82,2002-02-19,2002,2
PS2,Sony,All-Star Baseball 2003,81,2002-02-26,2002,2
PS2,Sony,Tiger Woods PGA Tour 2002,80,2002-02-24,2002,2
PS2,Sony,World Tour Soccer 2002,77,2002-02-17,2002,2
PS2,Sony,NFL Blitz 20-02,76,2002-02-06,2002,2
PS2,Sony,Star Wars: Racer Revenge,73,2002-02-11,2002,2
PS2,Sony,Pac-Man World 2,73,2002-02-24,2002,2
PS2,Sony,Pirates: The Legend of Black Kat,72,2002-02-17,2002,2
PS2,Sony,State of Emergency,71,2002-02-12,2002,2
PS2,Sony,ESPN NBA 2Night 2002,59,2002-02-25,2002,2
PS2,Sony,EOE: Eve of Extinction,57,2002-02-26,2002,2
XBOX,Microsoft,NBA 2K2,90,2002-02-27,2002,2
XBOX,Microsoft,JSRF: Jet Set Radio Future,88,2002-02-25,2002,2
XBOX,Microsoft,All-Star Baseball 2003,79,2002-02-25,2002,2
XBOX,Microsoft,Ultimate Fighting Championship: Tapout,74,2002-02-17,2002,2
XBOX,Microsoft,Wreckless: The Yakuza Missions,74,2002-02-04,2002,2
XBOX,Microsoft,WWF Raw,68,2002-02-11,2002,2
XBOX,Microsoft,Circus Maximus: Chariot Wars,67,2002-02-24,2002,2
XBOX,Microsoft,ESPN International Winter Sports 2002,62,2002-02-28,2002,2
XBOX,Microsoft,New Legends,56,2002-02-17,2002,2
GBA,Nintendo,Super Mario World: Super Mario Advance 2,92,2002-02-09,2002,2
GBA,Nintendo,Sonic Advance,87,2002-02-03,2002,2
GBA,Nintendo,Puyo Pop,84,2002-02-11,2002,2
GBA,Nintendo,Crash Bandicoot: The Huge Adventure,78,2002-02-25,2002,2
GBA,Nintendo,Columns Crown,70,2002-02-04,2002,2
GBA,Nintendo,NBA Jam 2002,49,2002-02-17,2002,2
DC,Sega,NHL 2K2,80,2002-02-14,2002,2
GC,Nintendo,NBA Street,88,2002-02-17,2002,2
GC,Nintendo,All-Star Baseball 2003,83,2002-02-25,2002,2
GC,Nintendo,Sonic Adventure 2 Battle,73,2002-02-11,2002,2
GC,Nintendo,Dark Summit,68,2002-02-04,2002,2
GC,Nintendo,18 Wheeler: American Pro Trucker,52,2002-02-18,2002,2
GC,Nintendo,Smashing Drive,47,2002-02-18,2002,2
GC,Nintendo,Jeremy McGrath Supercross World,36,2002-02-27,2002,2
PC,PC,Tom Clancy's Splinter Cell,91,2003-02-19,2003,2
PC,PC,NASCAR Racing 2003 Season,89,2003-02-14,2003,2
PC,PC,Command & Conquer: Generals,84,2003-02-10,2003,2
PC,PC,Battlefield 1942: The Road to Rome,84,2003-02-02,2003,2
PC,PC,World of Outlaws: Sprint Cars,83,2003-02-11,2003,2
PC,PC,American Conquest,76,2003-02-05,2003,2
PC,PC,Unreal II: The Awakening,75,2003-02-03,2003,2
PC,PC,Post Mortem,71,2003-02-27,2003,2
PC,PC,Master of Orion 3,64,2003-02-25,2003,2
PC,PC,Heroes of Might and Magic IV: Winds of War,58,2003-02-23,2003,2
PC,PC,Harbinger,57,2003-02-26,2003,2
PS2,Sony,Dark Cloud 2,87,2003-02-17,2003,2
PS2,Sony,Guilty Gear X2,87,2003-02-03,2003,2
PS2,Sony,Xenosaga Episode I: Der Wille zur Macht,83,2003-02-26,2003,2
PS2,Sony,High Heat Major League Baseball 2004,83,2003-02-20,2003,2
PS2,Sony,Breath of Fire: Dragon Quarter,78,2003-02-16,2003,2
PS2,Sony,World Tour Soccer 2003,78,2003-02-10,2003,2
PS2,Sony,.hack//Infection Part 1,75,2003-02-10,2003,2
PS2,Sony,EverQuest Online Adventures,74,2003-02-09,2003,2
PS2,Sony,Pride FC: Fighting Championships,73,2003-02-11,2003,2
PS2,Sony,P.T.O. IV: Pacific Theater of Operations,71,2003-02-03,2003,2
PS2,Sony,Disaster Report,66,2003-02-15,2003,2
PS2,Sony,Vexx,63,2003-02-11,2003,2
PS2,Sony,Yu-Gi-Oh! The Duelists of the Roses,59,2003-02-16,2003,2
PS2,Sony,Everblue 2,59,2003-02-24,2003,2
PS2,Sony,Galerians: Ash,50,2003-02-03,2003,2
XBOX,Microsoft,Colin McRae Rally 3,86,2003-02-18,2003,2
