console,company,game,userscore,fecha,ano,mes
GBA,Nintendo,Hamtaro: Ham Ham Heartbreak,8.7,2003-04-08,2003,4
GBA,Nintendo,Crazy Taxi: Catch a Ride,5.9,2003-04-09,2003,4
GC,Nintendo,Burnout 2: Point of Impact,8.7,2003-04-09,2003,4
GC,Nintendo,Tom Clancy's Splinter Cell,8.6,2003-04-10,2003,4
GC,Nintendo,NBA Street Vol. 2,8.0,2003-04-28,2003,4
GC,Nintendo,Ikaruga,8.5,2003-04-15,2003,4
GC,Nintendo,Conflict: Desert Storm,8.2,2003-04-22,2003,4
GC,Nintendo,X2: Wolverine's Revenge,6.6,2003-04-14,2003,4
PS,Sony,Final Fantasy Origins,7.9,2003-04-08,2003,4
PC,PC,Grand Theft Auto: Vice City,8.8,2003-05-12,2003,5
PC,PC,Rise of Nations,8.9,2003-05-20,2003,5
PC,PC,Medieval: Total War - Viking Invasion,8.8,2003-05-07,2003,5
PC,PC,PlanetSide,7.3,2003-05-20,2003,5
PC,PC,The Sims: Superstar,7.5,2003-05-12,2003,5
PC,PC,Day of Defeat,9.1,2003-05-06,2003,5
PC,PC,Blitzkrieg,8.2,2003-05-12,2003,5
PC,PC,Hulk,6.5,2003-05-27,2003,5
PC,PC,EVE Online,7.5,2003-05-06,2003,5
PC,PC,Enter the Matrix,6.6,2003-05-14,2003,5
PC,PC,RollerCoaster Tycoon 2: Wacky Worlds,2.4,2003-05-08,2003,5
PS2,Sony,Chessmaster,7.3,2003-05-28,2003,5
PS2,Sony,.hack//Mutation Part 2,8.5,2003-05-06,2003,5
PS2,Sony,G1 Jockey 3,8.2,2003-05-28,2003,5
PS2,Sony,Hulk,8.1,2003-05-27,2003,5
PS2,Sony,Return to Castle Wolfenstein: Operation Resurrection,7.7,2003-05-30,2003,5
PS2,Sony,Disney/Pixar Finding Nemo,5.6,2003-05-09,2003,5
PS2,Sony,Enter the Matrix,8.1,2003-05-14,2003,5
PS2,Sony,Speed Kings,8.7,2003-05-28,2003,5
PS2,Sony,Evil Dead: A Fistful of Boomstick,8.9,2003-05-20,2003,5
XBOX,Microsoft,Burnout 2: Point of Impact,5.6,2003-05-01,2003,5
XBOX,Microsoft,MotoGP 2,8.5,2003-05-21,2003,5
XBOX,Microsoft,Return to Castle Wolfenstein: Tides of War,8.4,2003-05-06,2003,5
XBOX,Microsoft,Brute Force,7.7,2003-05-27,2003,5
XBOX,Microsoft,Hulk,7.7,2003-05-27,2003,5
XBOX,Microsoft,Enter the Matrix,7.1,2003-05-14,2003,5
XBOX,Microsoft,Bloody Roar Extreme,8.6,2003-05-27,2003,5
XBOX,Microsoft,Inside Pitch 2003,7.6,2003-05-20,2003,5
XBOX,Microsoft,Stake: Fortune Fighters,3.7,2003-05-06,2003,5
GBA,Nintendo,Castlevania: Aria of Sorrow,8.8,2003-05-06,2003,5
GBA,Nintendo,"WarioWare, Inc.: Mega Microgame$!",8.8,2003-05-21,2003,5
GBA,Nintendo,Iridion II,8.3,2003-05-29,2003,5
GBA,Nintendo,Lufia: The Ruins of Lore,8.3,2003-05-06,2003,5
GBA,Nintendo,The Incredible Hulk 2003,7.4,2003-05-27,2003,5
GC,Nintendo,Hulk,7.4,2003-05-27,2003,5
GC,Nintendo,Lost Kingdoms II,8.1,2003-05-21,2003,5
GC,Nintendo,Enter the Matrix,8.0,2003-05-14,2003,5
GC,Nintendo,Finding Nemo,5.5,2003-05-12,2003,5
PC,PC,F1 Challenge '99-'02,7.7,2003-06-24,2003,6
PC,PC,The Elder Scrolls III: Bloodmoon,8.3,2003-06-03,2003,6
PC,PC,Midnight Club II,8.0,2003-06-30,2003,6
PC,PC,Port Royale,7.6,2003-06-04,2003,6
PC,PC,Star Trek: Elite Force II,7.6,2003-06-25,2003,6
PC,PC,Neverwinter Nights: Shadows of Undrentide,7.7,2003-06-17,2003,6
PC,PC,Disciples II: Guardians of the Light,8.0,2003-06-14,2003,6
PC,PC,World War II: Frontline Command,6.8,2003-06-27,2003,6
PC,PC,Disciples II: Servants of the Dark,7.5,2003-06-30,2003,6
PC,PC,Pirates of the Caribbean,7.4,2003-06-30,2003,6
PC,PC,Will Rock,7.0,2003-06-09,2003,6
PC,PC,Lara Croft Tomb Raider: The Angel of Darkness,6.4,2003-06-30,2003,6
PC,PC,Air Raid: This Is Not a Drill!,6.7,2003-06-18,2003,6
PC,PC,Mistmare,6.8,2003-06-30,2003,6
PS2,Sony,Wakeboarding Unleashed Featuring Shaun Murray,8.3,2003-06-10,2003,6
PS2,Sony,Ape Escape 2,8.4,2003-06-30,2003,6
PS2,Sony,Magic Pengel: The Quest for Color,7.5,2003-06-26,2003,6
PS2,Sony,Arc the Lad: Twilight of the Spirits,8.4,2003-06-25,2003,6
PS2,Sony,F1 Career Challenge,7.7,2003-06-24,2003,6
PS2,Sony,Naval Ops: Warship Gunner,8.9,2003-06-25,2003,6
PS2,Sony,Freestyle Metal X,8.3,2003-06-27,2003,6
PS2,Sony,Indiana Jones and the Emperor's Tomb,8.2,2003-06-26,2003,6
PS2,Sony,Resident Evil: Dead Aim,6.8,2003-06-18,2003,6
PS2,Sony,Big Mutha Truckers,5.3,2003-06-16,2003,6
PS2,Sony,Mace Griffin Bounty Hunter,8.3,2003-06-20,2003,6
PS2,Sony,The Italian Job,5.2,2003-06-25,2003,6
PS2,Sony,Lara Croft Tomb Raider: The Angel of Darkness,6.4,2003-06-20,2003,6
PS2,Sony,RTX Red Rock,5.0,2003-06-17,2003,6
PS2,Sony,Unlimited Saga,3.3,2003-06-17,2003,6
XBOX,Microsoft,Midnight Club II,7.5,2003-06-03,2003,6
XBOX,Microsoft,Wakeboarding Unleashed Featuring Shaun Murray,8.8,2003-06-10,2003,6
XBOX,Microsoft,Midtown Madness 3,8.0,2003-06-17,2003,6
XBOX,Microsoft,IndyCar Series,7.8,2003-06-26,2003,6
XBOX,Microsoft,Mace Griffin Bounty Hunter,8.2,2003-06-20,2003,6
XBOX,Microsoft,Soldier of Fortune II: Double Helix,6.5,2003-06-18,2003,6
XBOX,Microsoft,Speed Kings,8.8,2003-06-03,2003,6
XBOX,Microsoft,Big Mutha Truckers,4.3,2003-06-20,2003,6
XBOX,Microsoft,Evil Dead: A Fistful of Boomstick,8.0,2003-06-17,2003,6
XBOX,Microsoft,The Italian Job,5.8,2003-06-25,2003,6
GBA,Nintendo,Advance Wars 2: Black Hole Rising,9.1,2003-06-24,2003,6
GBA,Nintendo,Rock 'N Roll Racing,8.4,2003-06-23,2003,6
GBA,Nintendo,Donkey Kong Country,8.9,2003-06-09,2003,6
GBA,Nintendo,Mega Man Battle Network 3 White,8.6,2003-06-24,2003,6
GBA,Nintendo,Sonic Pinball Party,7.5,2003-06-01,2003,6
GBA,Nintendo,Dragon Ball Z: The Legacy of Goku II,8.4,2003-06-17,2003,6
GBA,Nintendo,Jet Grind Radio,8.0,2003-06-26,2003,6
GBA,Nintendo,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,8.1,2003-06-05,2003,6
GBA,Nintendo,Wing Commander: Prophecy,8.3,2003-06-04,2003,6
GBA,Nintendo,Space Channel 5: Ulala's Cosmic Attack,8.0,2003-06-17,2003,6
GBA,Nintendo,The Simpsons: Road Rage,7.1,2003-06-30,2003,6
GBA,Nintendo,Buffy the Vampire Slayer: Wrath of the Darkhul King,8.6,2003-06-24,2003,6
GC,Nintendo,Hitman 2: Silent Assassin,5.9,2003-06-19,2003,6
GC,Nintendo,Ultimate Muscle: Legends vs New Generation,7.0,2003-06-05,2003,6
GC,Nintendo,Wario World,7.3,2003-06-24,2003,6
GC,Nintendo,Mega Man Network Transmission,7.8,2003-06-17,2003,6
GC,Nintendo,Sonic Adventure DX Director's Cut,7.8,2003-06-18,2003,6
PC,PC,Microsoft Flight Simulator 2004: A Century of Flight,7.9,2003-07-29,2003,7
PC,PC,Warcraft III: The Frozen Throne,9.0,2003-07-01,2003,7
PC,PC,Age of Wonders: Shadow Magic,8.5,2003-07-25,2003,7
PC,PC,Star Wars Galaxies: An Empire Divided,5.8,2003-07-09,2003,7
PC,PC,Dark Fall: The Journal,7.5,2003-07-25,2003,7
PC,PC,The Great Escape 2003,7.3,2003-07-22,2003,7
PS2,Sony,NCAA Football 2004,8.7,2003-07-16,2003,7
PS2,Sony,Downhill Domination,8.9,2003-07-23,2003,7
PS2,Sony,Silent Line: Armored Core,8.8,2003-07-17,2003,7
PS2,Sony,K-1 World Grand Prix,7.9,2003-07-09,2003,7
PS2,Sony,Aliens Versus Predator: Extinction,8.4,2003-07-30,2003,7
PS2,Sony,Summer Heat Beach Volleyball,7.7,2003-07-01,2003,7
PS2,Sony,The Great Escape,8.0,2003-07-23,2003,7
XBOX,Microsoft,Star Wars: Knights of the Old Republic,9.0,2003-07-17,2003,7
XBOX,Microsoft,NCAA Football 2004,8.7,2003-07-16,2003,7
XBOX,Microsoft,Outlaw Volleyball,8.4,2003-07-09,2003,7
XBOX,Microsoft,Syberia,7.0,2003-07-23,2003,7
XBOX,Microsoft,Pirates of the Caribbean,7.4,2003-07-01,2003,7
XBOX,Microsoft,Aliens Versus Predator: Extinction,7.4,2003-07-30,2003,7
XBOX,Microsoft,Robocop,3.9,2003-07-24,2003,7
XBOX,Microsoft,Aquaman: Battle for Atlantis,2.7,2003-07-30,2003,7
GBA,Nintendo,Pirates of the Caribbean: The Curse of the Black Pearl,6.8,2003-07-01,2003,7
GC,Nintendo,NCAA Football 2004,8.1,2003-07-16,2003,7
GC,Nintendo,Mario Golf: Toadstool Tour,8.1,2003-07-29,2003,7
GC,Nintendo,Aquaman: Battle for Atlantis,2.8,2003-07-23,2003,7
GC,Nintendo,Charlie's Angels,3.1,2003-07-09,2003,7
PC,PC,Madden NFL 2004,7.7,2003-08-12,2003,8
PC,PC,Tony Hawk's Pro Skater 4,8.3,2003-08-27,2003,8
PC,PC,Tron 2.0,8.3,2003-08-26,2003,8
PC,PC,Ghost Master,7.7,2003-08-26,2003,8
PC,PC,Hoyle Majestic Chess,7.2,2003-08-14,2003,8
PC,PC,Enigma: Rising Tide,5.7,2003-08-26,2003,8
PC,PC,Runaway: A Road Adventure,7.7,2003-08-28,2003,8
PC,PC,Republic: The Revolution,7.7,2003-08-27,2003,8
PC,PC,Cold Zero: No Mercy,8.5,2003-08-22,2003,8
PC,PC,AquaNox 2: Revelation,7.6,2003-08-22,2003,8
PC,PC,Lionheart: Legacy of the Crusader,7.2,2003-08-13,2003,8
PC,PC,Heaven & Hell 2003,7.0,2003-08-31,2003,8
PS2,Sony,Madden NFL 2004,8.4,2003-08-12,2003,8
PS2,Sony,Virtua Fighter 4: Evolution,8.9,2003-08-13,2003,8
PS2,Sony,SoulCalibur II,8.8,2003-08-27,2003,8
PS2,Sony,Silent Hill 3,8.9,2003-08-06,2003,8
PS2,Sony,Disgaea: Hour of Darkness,8.8,2003-08-27,2003,8
PS2,Sony,Splashdown: Rides Gone Wild,8.5,2003-08-05,2003,8
PS2,Sony,Romance of the Three Kingdoms VIII,8.9,2003-08-13,2003,8
PS2,Sony,Buffy the Vampire Slayer: Chaos Bleeds,8.9,2003-08-27,2003,8
PS2,Sony,Bombastic,7.2,2003-08-27,2003,8
PS2,Sony,Smash Cars,7.5,2003-08-13,2003,8
PS2,Sony,NFL GameDay 2004,8.7,2003-08-27,2003,8
PS2,Sony,Chaos Legion,8.2,2003-08-06,2003,8
PS2,Sony,Alter Echo,7.0,2003-08-19,2003,8
PS2,Sony,Futurama,6.2,2003-08-14,2003,8
XBOX,Microsoft,Madden NFL 2004,8.3,2003-08-12,2003,8
XBOX,Microsoft,SoulCalibur II,8.9,2003-08-27,2003,8
XBOX,Microsoft,Tom Clancy's Ghost Recon: Island Thunder,8.8,2003-08-06,2003,8
XBOX,Microsoft,Otogi: Myth of Demons,8.5,2003-08-27,2003,8
XBOX,Microsoft,NFL Fever 2004,8.8,2003-08-27,2003,8
XBOX,Microsoft,Buffy the Vampire Slayer: Chaos Bleeds,7.8,2003-08-27,2003,8
XBOX,Microsoft,Scooby-Doo! Night of 100 Frights,8.0,2003-08-27,2003,8
XBOX,Microsoft,Futurama,6.7,2003-08-14,2003,8
GBA,Nintendo,Pokemon Pinball: Ruby & Sapphire,7.7,2003-08-26,2003,8
GBA,Nintendo,Mortal Kombat: Tournament Edition,8.1,2003-08-27,2003,8
GBA,Nintendo,Madden NFL 2004,6.6,2003-08-12,2003,8
GC,Nintendo,Madden NFL 2004,7.0,2003-08-12,2003,8
GC,Nintendo,SoulCalibur II,8.8,2003-08-27,2003,8
GC,Nintendo,F-Zero GX,8.6,2003-08-26,2003,8
GC,Nintendo,Buffy the Vampire Slayer: Chaos Bleeds,8.4,2003-08-28,2003,8
GC,Nintendo,Freaky Flyers,6.5,2003-08-08,2003,8
PC,PC,Tiger Woods PGA Tour 2004,7.7,2003-09-22,2003,9
PC,PC,NHL 2004,7.7,2003-09-22,2003,9
PC,PC,Anarchy Online: Shadowlands,8.5,2003-09-08,2003,9
PC,PC,Age of Mythology: The Titans,8.7,2003-09-30,2003,9
PC,PC,Halo: Combat Evolved,7.5,2003-09-30,2003,9
PC,PC,Command & Conquer: Generals - Zero Hour,8.9,2003-09-22,2003,9
PC,PC,Homeworld 2,8.4,2003-09-16,2003,9
PC,PC,Star Wars Jedi Knight: Jedi Academy,8.6,2003-09-17,2003,9
PC,PC,EverQuest: Lost Dungeons of Norrath,7.0,2003-09-08,2003,9
PC,PC,Battlefield 1942: Secret Weapons of WWII,8.2,2003-09-04,2003,9
PC,PC,SimCity 4: Rush Hour,8.3,2003-09-22,2003,9
PC,PC,NASCAR Thunder 2004,7.5,2003-09-16,2003,9
PC,PC,Etherlords II,7.7,2003-09-30,2003,9
PC,PC,Savage: The Battle for Newerth,8.1,2003-09-09,2003,9
PC,PC,Law & Order II: Double or Nothing,6.0,2003-09-30,2003,9
PC,PC,Medal of Honor: Allied Assault - Breakthrough,6.5,2003-09-22,2003,9
PC,PC,IndyCar Series,7.7,2003-09-23,2003,9
PC,PC,The Temple of Elemental Evil,7.7,2003-09-16,2003,9
PC,PC,Neighbors from Hell,8.3,2003-09-22,2003,9
PC,PC,Crimsonland,7.4,2003-09-09,2003,9
PC,PC,American Conquest: Fight Back,7.6,2003-09-29,2003,9
PC,PC,BloodRayne,7.7,2003-09-13,2003,9
PC,PC,Warrior Kings: Battles,8.7,2003-09-30,2003,9
PC,PC,Once Upon a Knight,7.9,2003-09-25,2003,9
PC,PC,Starsky & Hutch,7.2,2003-09-09,2003,9
PC,PC,Paradise Cracked,7.7,2003-09-30,2003,9
PS2,Sony,ESPN NFL Football,8.5,2003-09-03,2003,9
PS2,Sony,ESPN NHL Hockey,7.0,2003-09-09,2003,9
PS2,Sony,Tiger Woods PGA Tour 2004,8.8,2003-09-22,2003,9
PS2,Sony,NASCAR Thunder 2004,8.5,2003-09-16,2003,9
PS2,Sony,NHL 2004,7.6,2003-09-22,2003,9
PS2,Sony,DDRMAX2 Dance Dance Revolution,8.2,2003-09-23,2003,9
PS2,Sony,NHL Hitz Pro,8.4,2003-09-25,2003,9
PS2,Sony,Dynasty Tactics 2,8.1,2003-09-23,2003,9
PS2,Sony,The Simpsons: Hit & Run,8.7,2003-09-16,2003,9
PS2,Sony,Disney's Extreme Skate Adventure,8.3,2003-09-03,2003,9
PS2,Sony,.hack//Outbreak Part 3,8.3,2003-09-09,2003,9
PS2,Sony,XGRA: Extreme-G Racing Association,8.6,2003-09-11,2003,9
PS2,Sony,Hunter: The Reckoning Wayward,8.6,2003-09-09,2003,9
PS2,Sony,NBA Jam 2004,8.7,2003-09-23,2003,9
PS2,Sony,Rugby 2004,6.8,2003-09-16,2003,9
PS2,Sony,Starsky & Hutch,7.3,2003-09-09,2003,9
PS2,Sony,Robin Hood: Defender of the Crown,5.6,2003-09-30,2003,9
XBOX,Microsoft,ESPN NFL Football,8.7,2003-09-03,2003,9
XBOX,Microsoft,Tiger Woods PGA Tour 2004,8.2,2003-09-22,2003,9
XBOX,Microsoft,ESPN NHL Hockey,8.4,2003-09-09,2003,9
XBOX,Microsoft,NHL 2004,6.5,2003-09-22,2003,9
XBOX,Microsoft,NASCAR Thunder 2004,8.5,2003-09-16,2003,9
XBOX,Microsoft,The Simpsons: Hit & Run,8.5,2003-09-16,2003,9
XBOX,Microsoft,NHL Hitz Pro,8.8,2003-09-25,2003,9
XBOX,Microsoft,Disney's Extreme Skate Adventure,8.3,2003-09-03,2003,9
XBOX,Microsoft,Dynasty Warriors 4,8.8,2003-09-05,2003,9
XBOX,Microsoft,Voodoo Vince,7.8,2003-09-23,2003,9
XBOX,Microsoft,Dungeons & Dragons Heroes,8.1,2003-09-17,2003,9
XBOX,Microsoft,NBA Jam,8.1,2003-09-23,2003,9
XBOX,Microsoft,WWE Raw 2,7.4,2003-09-16,2003,9
XBOX,Microsoft,Freestyle MetalX,8.0,2003-09-14,2003,9
XBOX,Microsoft,XGRA: Extreme-G Racing Association,6.8,2003-09-17,2003,9
XBOX,Microsoft,Starsky & Hutch,5.7,2003-09-09,2003,9
XBOX,Microsoft,Dino Crisis 3,3.6,2003-09-16,2003,9
XBOX,Microsoft,Grooverider Slot Car Thunder,7.3,2003-09-26,2003,9
GBA,Nintendo,Final Fantasy Tactics Advance,9.2,2003-09-08,2003,9
GBA,Nintendo,Boktai: The Sun Is in Your Hand,8.5,2003-09-16,2003,9
GBA,Nintendo,Road Rash: Jailbreak,8.5,2003-09-17,2003,9
GBA,Nintendo,Banjo-Kazooie: Grunty's Revenge,7.9,2003-09-10,2003,9
GBA,Nintendo,Blackthorne,7.9,2003-09-17,2003,9
GBA,Nintendo,Shining Soul,8.5,2003-09-23,2003,9
GBA,Nintendo,Oddworld: Munch's Oddysee,2.5,2003-09-24,2003,9
GC,Nintendo,Tiger Woods PGA Tour 2004,8.4,2003-09-22,2003,9
GC,Nintendo,NHL 2004,8.4,2003-09-22,2003,9
GC,Nintendo,NHL Hitz Pro,7.8,2003-09-25,2003,9
GC,Nintendo,The Simpsons: Hit & Run,8.8,2003-09-16,2003,9
GC,Nintendo,WWE WrestleMania XIX,8.7,2003-09-08,2003,9
GC,Nintendo,Disney's Extreme Skate Adventure,7.6,2003-09-04,2003,9
GC,Nintendo,Billy Hatcher and the Giant Egg,8.6,2003-09-23,2003,9
GC,Nintendo,P.N. 03,8.3,2003-09-09,2003,9
GC,Nintendo,Spirits & Spells,5.7,2003-09-24,2003,9
PC,PC,Call of Duty,8.5,2003-10-29,2003,10
PC,PC,Max Payne 2: The Fall of Max Payne,8.9,2003-10-14,2003,10
PC,PC,Final Fantasy XI,7.6,2003-10-28,2003,10
PC,PC,Nancy Drew: Danger on Deception Island,7.6,2003-10-01,2003,10
PC,PC,Empires: Dawn of the Modern World,8.1,2003-10-21,2003,10
PC,PC,The Sims: Makin' Magic,8.2,2003-10-28,2003,10
PC,PC,Freedom Fighters,8.0,2003-10-01,2003,10
PC,PC,Railroad Tycoon 3,7.7,2003-10-23,2003,10
PC,PC,Gothic II,8.9,2003-10-28,2003,10
PC,PC,The Lord of the Rings: The Return of the King,7.7,2003-10-31,2003,10
PC,PC,Massive Assault,6.9,2003-10-28,2003,10
PC,PC,Patrician III: Rise of the Hanse,8.7,2003-10-31,2003,10
PC,PC,Space Colony,7.5,2003-10-14,2003,10
PC,PC,Dark Age of Camelot: Trials of Atlantis,7.6,2003-10-28,2003,10
PC,PC,Hidden & Dangerous 2,8.8,2003-10-21,2003,10
PC,PC,Warlords IV: Heroes of Etheria,7.4,2003-10-21,2003,10
PC,PC,Commandos 3: Destination Berlin,7.6,2003-10-14,2003,10
PC,PC,Nosferatu: The Wrath of Malachi,7.5,2003-10-19,2003,10
PC,PC,No Man's Land,7.1,2003-10-20,2003,10
PC,PC,Chrome,6.8,2003-10-28,2003,10
PC,PC,Harry Potter: Quidditch World Cup,7.9,2003-10-28,2003,10
PC,PC,UFO: Aftermath,6.0,2003-10-15,2003,10
PC,PC,Pirate Hunter,6.3,2003-10-17,2003,10
PC,PC,Battle Engine Aquila,6.2,2003-10-23,2003,10
PC,PC,Journey to the Center of the Earth,6.3,2003-10-27,2003,10
PC,PC,Conflict: Desert Storm II - Back to Baghdad,7.7,2003-10-07,2003,10
PC,PC,Robin Hood: Defender of the Crown,6.7,2003-10-06,2003,10
PC,PC,Curse: The Eye of Isis,6.6,2003-10-21,2003,10
PC,PC,The Black Mirror,8.5,2003-10-20,2003,10
PC,PC,Bionicle,6.3,2003-10-31,2003,10
PC,PC,MTV's Celebrity Deathmatch,5.1,2003-10-14,2003,10
PS2,Sony,SSX 3,8.9,2003-10-20,2003,10
PS2,Sony,Tony Hawk's Underground,8.7,2003-10-27,2003,10
PS2,Sony,ESPN NBA Basketball,8.4,2003-10-21,2003,10
PS2,Sony,Jak II,8.3,2003-10-14,2003,10
PS2,Sony,NBA Live 2004,7.7,2003-10-14,2003,10
PS2,Sony,WWE SmackDown! Here Comes the Pain,8.9,2003-10-27,2003,10
PS2,Sony,Karaoke Revolution,8.7,2003-10-24,2003,10
PS2,Sony,Time Crisis 3,8.1,2003-10-21,2003,10
PS2,Sony,Freedom Fighters,8.3,2003-10-01,2003,10
PS2,Sony,Castlevania: Lament of Innocence,8.4,2003-10-21,2003,10
PS2,Sony,Gladius,7.8,2003-10-28,2003,10
PS2,Sony,kill.switch,8.2,2003-10-28,2003,10
PS2,Sony,NFL Blitz Pro,8.5,2003-10-28,2003,10
PS2,Sony,RoadKill,7.9,2003-10-13,2003,10
PS2,Sony,SpongeBob SquarePants: Battle for Bikini Bottom,8.7,2003-10-31,2003,10
PS2,Sony,Conflict: Desert Storm II - Back to Baghdad,8.4,2003-10-08,2003,10
PS2,Sony,The Haunted Mansion,8.1,2003-10-14,2003,10
PS2,Sony,SWAT: Global Strike Team,7.8,2003-10-29,2003,10
PS2,Sony,Tak and the Power of Juju,8.7,2003-10-15,2003,10
PS2,Sony,Harry Potter: Quidditch World Cup,6.5,2003-10-28,2003,10
PS2,Sony,Wallace & Gromit in Project Zoo,3.2,2003-10-07,2003,10
PS2,Sony,RPG Maker II,8.5,2003-10-24,2003,10
PS2,Sony,Batman: Rise of Sin Tzu,8.3,2003-10-16,2003,10
PS2,Sony,Rogue Ops,8.3,2003-10-29,2003,10
PS2,Sony,Frogger's Adventures: The Rescue,8.5,2003-10-29,2003,10
PS2,Sony,Teenage Mutant Ninja Turtles,8.4,2003-10-21,2003,10
PS2,Sony,NBA ShootOut 2004,7.8,2003-10-29,2003,10
PS2,Sony,Mega Man X7,5.3,2003-10-14,2003,10
PS2,Sony,Backyard Wrestling: Don't Try This at Home,7.8,2003-10-07,2003,10
PS2,Sony,Bionicle,3.7,2003-10-20,2003,10
PS2,Sony,"Crouching Tiger, Hidden Dragon",3.7,2003-10-09,2003,10
PS2,Sony,MTV's Celebrity Deathmatch,3.2,2003-10-14,2003,10
XBOX,Microsoft,Grand Theft Auto Double Pack,8.0,2003-10-31,2003,10
XBOX,Microsoft,SSX 3,8.8,2003-10-20,2003,10
XBOX,Microsoft,Top Spin,8.2,2003-10-28,2003,10
XBOX,Microsoft,The Elder Scrolls III: Morrowind Game of the Year Edition,8.7,2003-10-31,2003,10
XBOX,Microsoft,Crimson Skies: High Road to Revenge,8.8,2003-10-21,2003,10
XBOX,Microsoft,ESPN NBA Basketball,8.2,2003-10-22,2003,10
XBOX,Microsoft,NBA Live 2004,8.2,2003-10-14,2003,10
XBOX,Microsoft,Tony Hawk's Underground,8.8,2003-10-27,2003,10
XBOX,Microsoft,Freedom Fighters,8.1,2003-10-01,2003,10
XBOX,Microsoft,Amped 2,7.7,2003-10-28,2003,10
XBOX,Microsoft,Gladius,8.6,2003-10-28,2003,10
XBOX,Microsoft,kill.switch,8.0,2003-10-28,2003,10
XBOX,Microsoft,Hunter: The Reckoning Redeemer,7.2,2003-10-28,2003,10
XBOX,Microsoft,Conflict: Desert Storm II - Back to Baghdad,6.8,2003-10-04,2003,10
XBOX,Microsoft,The Haunted Mansion,8.8,2003-10-14,2003,10
XBOX,Microsoft,SpongeBob SquarePants: Battle for Bikini Bottom,8.4,2003-10-31,2003,10
XBOX,Microsoft,SWAT: Global Strike Team,6.3,2003-10-29,2003,10
XBOX,Microsoft,Harry Potter: Quidditch World Cup,7.5,2003-10-28,2003,10
XBOX,Microsoft,RoadKill,7.4,2003-10-13,2003,10
XBOX,Microsoft,Batman: Rise of Sin Tzu,7.7,2003-10-16,2003,10
XBOX,Microsoft,Grabbed by the Ghoulies,7.6,2003-10-21,2003,10
XBOX,Microsoft,Wallace & Gromit in Project Zoo,1.9,2003-10-14,2003,10
XBOX,Microsoft,Teenage Mutant Ninja Turtles,8.4,2003-10-21,2003,10
XBOX,Microsoft,Backyard Wrestling: Don't Try This at Home,5.0,2003-10-09,2003,10
XBOX,Microsoft,MTV's Celebrity Deathmatch,1.9,2003-10-14,2003,10
GBA,Nintendo,Super Mario Advance 4: Super Mario Bros. 3,8.9,2003-10-21,2003,10
GBA,Nintendo,Tony Hawk's Underground,7.7,2003-10-27,2003,10
GBA,Nintendo,Mega Man Zero 2,8.7,2003-10-14,2003,10
GBA,Nintendo,Tak and the Power of Juju,8.2,2003-10-15,2003,10
GBA,Nintendo,Top Gear Rally,7.6,2003-10-28,2003,10
GBA,Nintendo,Prince of Persia: The Sands of Time,8.8,2003-10-30,2003,10
GBA,Nintendo,Spyro: Attack of the Rhynocs,7.4,2003-10-27,2003,10
GBA,Nintendo,Teenage Mutant Ninja Turtles,8.3,2003-10-31,2003,10
GBA,Nintendo,Batman: Rise of Sin Tzu,6.8,2003-10-27,2003,10
GBA,Nintendo,DemiKids: Light Version,8.4,2003-10-06,2003,10
GC,Nintendo,Viewtiful Joe,8.3,2003-10-07,2003,10
GC,Nintendo,SSX 3,8.8,2003-10-20,2003,10
GC,Nintendo,Tony Hawk's Underground,8.5,2003-10-27,2003,10
GC,Nintendo,NBA Live 2004,7.7,2003-10-15,2003,10
GC,Nintendo,Freedom Fighters,7.3,2003-10-01,2003,10
GC,Nintendo,Star Wars Rogue Squadron III: Rebel Strike,7.5,2003-10-15,2003,10
GC,Nintendo,SpongeBob SquarePants: Battle for Bikini Bottom,8.2,2003-10-31,2003,10
GC,Nintendo,Tak and the Power of Juju,8.3,2003-10-15,2003,10
GC,Nintendo,The Haunted Mansion,8.0,2003-10-14,2003,10
GC,Nintendo,Harry Potter: Quidditch World Cup,8.4,2003-10-28,2003,10
GC,Nintendo,Wallace & Gromit in Project Zoo,3.0,2003-10-14,2003,10
GC,Nintendo,Dragon Ball Z: Budokai,6.6,2003-10-28,2003,10
GC,Nintendo,Kirby Air Ride,8.1,2003-10-13,2003,10
GC,Nintendo,Teenage Mutant Ninja Turtles,7.7,2003-10-31,2003,10
PC,PC,Star Wars: Knights of the Old Republic,9.0,2003-11-18,2003,11
PC,PC,Civilization III: Conquests,8.1,2003-11-04,2003,11
PC,PC,Beyond Good & Evil,8.7,2003-11-19,2003,11
PC,PC,Broken Sword: The Sleeping Dragon,7.5,2003-11-17,2003,11
PC,PC,Need for Speed: Underground,8.3,2003-11-17,2003,11
PC,PC,The Simpsons: Hit & Run,8.1,2003-11-13,2003,11
PC,PC,NBA Live 2004,8.8,2003-11-11,2003,11
PC,PC,Disciples II: Rise of the Elves,8.0,2003-11-25,2003,11
PC,PC,Uru: Ages Beyond Myst,7.3,2003-11-11,2003,11
PC,PC,FIFA Soccer 2004,6.5,2003-11-04,2003,11
PC,PC,Trainz Railroad Simulator 2004,7.3,2003-11-02,2003,11
PC,PC,Dominions II: The Ascension Wars,7.2,2003-11-14,2003,11
PC,PC,Dungeon Siege: Legends of Aranna,7.7,2003-11-11,2003,11
PC,PC,Secret Weapons Over Normandy,7.6,2003-11-18,2003,11
